Topic,Repos,ProjectID,Tag,Metrics,Values
AutoML,keras-team/autokeras,P0,py36-v1.6.0,Layers count,6
AutoML,keras-team/autokeras,P0,py36-v1.6.0,Memory,231011787
AutoML,keras-team/autokeras,P0,py38-v1.18.0,Layers count,6
AutoML,keras-team/autokeras,P0,py38-v1.18.0,Memory,312629729
AutoML,keras-team/autokeras,P0,v1.0.9,Layers count,7
AutoML,keras-team/autokeras,P0,v1.0.9,Memory,843048962
AutoML,keras-team/autokeras,P0,0.2.3,Layers count,25
AutoML,keras-team/autokeras,P0,0.2.3,Memory,1333476725
AutoML,keras-team/autokeras,P0,v0.8.5,Layers count,12
AutoML,keras-team/autokeras,P0,v0.8.5,Memory,2062520453
AutoML,keras-team/autokeras,P0,v1.3.0-cuda11.0,Layers count,18
AutoML,keras-team/autokeras,P0,v1.3.0-cuda11.0,Memory,1601580558
AutoML,keras-team/autokeras,P0,v2.1.0-cuda11.0,Layers count,18
AutoML,keras-team/autokeras,P0,v2.1.0-cuda11.0,Memory,1675824472
AutoML,keras-team/autokeras,P0,v2.8.0-cuda11.3,Layers count,13
AutoML,keras-team/autokeras,P0,v2.8.0-cuda11.3,Memory,3335960018
AutoML,keras-team/autokeras,P0,latest,Layers count,32
AutoML,keras-team/autokeras,P0,latest,Memory,9268747312
AutoML,keras-team/autokeras,P0,latest,Layers count,21
AutoML,keras-team/autokeras,P0,latest,Memory,559298605
AutoML,keras-team/autokeras,P0,1.7.0,Layers count,8
AutoML,keras-team/autokeras,P0,1.7.0,Memory,611841088
AutoML,keras-team/autokeras,P0,2.2.0-RC0,Layers count,9
AutoML,keras-team/autokeras,P0,2.2.0-RC0,Memory,1058952073
AutoML,keras-team/autokeras,P0,2.3.1-SNAPSHOT-ede638a6ee,Layers count,9
AutoML,keras-team/autokeras,P0,2.3.1-SNAPSHOT-ede638a6ee,Memory,973525991
AutoML,keras-team/autokeras,P0,2.5.0-3,Layers count,19
AutoML,keras-team/autokeras,P0,2.5.0-3,Memory,2076035878
AutoML,keras-team/autokeras,P0,latest,Layers count,15
AutoML,keras-team/autokeras,P0,latest,Memory,2056566782
AutoML,keras-team/autokeras,P0,gpu,Layers count,23
AutoML,keras-team/autokeras,P0,gpu,Memory,4078884676
AutoML,keras-team/autokeras,P0,latest,Layers count,17
AutoML,keras-team/autokeras,P0,latest,Memory,1209723077
AutoML,keras-team/autokeras,P0,0.10.0,Layers count,8
AutoML,keras-team/autokeras,P0,0.10.0,Memory,328987722
AutoML,keras-team/autokeras,P0,1.2.1-noavx,Layers count,7
AutoML,keras-team/autokeras,P0,1.2.1-noavx,Memory,604350208
AutoML,keras-team/autokeras,P0,1.6.2,Layers count,16
AutoML,keras-team/autokeras,P0,1.6.2,Memory,1736099350
AutoML,keras-team/autokeras,P0,2.0.1-gpu-cuda9.0-cudnn7,Layers count,58
AutoML,keras-team/autokeras,P0,2.0.1-gpu-cuda9.0-cudnn7,Memory,6706451792
AutoML,keras-team/autokeras,P0,latest-openblas,Layers count,56
AutoML,keras-team/autokeras,P0,latest-openblas,Memory,4023005888
AutoML,keras-team/autokeras,P0,0.8.6,Layers count,6
AutoML,keras-team/autokeras,P0,0.8.6,Memory,363291014
AutoML,keras-team/autokeras,P0,4373aa-py36-cu111,Layers count,18
AutoML,keras-team/autokeras,P0,4373aa-py36-cu111,Memory,6827193328
AutoML,keras-team/autokeras,P0,7fbe07,Layers count,8
AutoML,keras-team/autokeras,P0,7fbe07,Memory,468722408
AutoML,keras-team/autokeras,P0,c04fb6-py38-cpu,Layers count,9
AutoML,keras-team/autokeras,P0,c04fb6-py38-cpu,Memory,2513310292
AutoML,keras-team/autokeras,P0,whole_hb_nm-gpu,Layers count,14
AutoML,keras-team/autokeras,P0,whole_hb_nm-gpu,Memory,2183576127
AutoML,keras-team/autokeras,P0,0004d8,Layers count,14
AutoML,keras-team/autokeras,P0,0004d8,Memory,2049136834
AutoML,keras-team/autokeras,P0,42565d-py38,Layers count,14
AutoML,keras-team/autokeras,P0,42565d-py38,Memory,1997132843
AutoML,keras-team/autokeras,P0,7fb65a-py38-gpu,Layers count,27
AutoML,keras-team/autokeras,P0,7fb65a-py38-gpu,Memory,10444184789
AutoML,keras-team/autokeras,P0,c0ea27-cpu,Layers count,16
AutoML,keras-team/autokeras,P0,c0ea27-cpu,Memory,4599147292
AutoML,keras-team/autokeras,P0,whole_hb_nm-gpu,Layers count,19
AutoML,keras-team/autokeras,P0,whole_hb_nm-gpu,Memory,3961294996
AutoML,keras-team/autokeras,P0,0.25.0,Layers count,4
AutoML,keras-team/autokeras,P0,0.25.0,Memory,293793616
AutoML,keras-team/autokeras,P0,0.26.2,Layers count,4
AutoML,keras-team/autokeras,P0,0.26.2,Memory,323181542
AutoML,keras-team/autokeras,P0,0.9.0-rc.1,Layers count,6
AutoML,keras-team/autokeras,P0,0.9.0-rc.1,Memory,158078163
AutoML,keras-team/autokeras,P0,0.9.4,Layers count,4
AutoML,keras-team/autokeras,P0,0.9.4,Memory,294179285
AutoML,keras-team/autokeras,P0,v0.8.0,Layers count,6
AutoML,keras-team/autokeras,P0,v0.8.0,Memory,218845458
AutoML,keras-team/autokeras,P0,1.13.0-debian-9-r19,Layers count,10
AutoML,keras-team/autokeras,P0,1.13.0-debian-9-r19,Memory,102608601
AutoML,keras-team/autokeras,P0,1.14.0-r103,Layers count,10
AutoML,keras-team/autokeras,P0,1.14.0-r103,Memory,106819246
AutoML,keras-team/autokeras,P0,2.1.0-debian-10-r25,Layers count,10
AutoML,keras-team/autokeras,P0,2.1.0-debian-10-r25,Memory,171367996
AutoML,keras-team/autokeras,P0,latest,Layers count,9
AutoML,keras-team/autokeras,P0,latest,Memory,389189976
AutoML,keras-team/autokeras,P0,1.0.5,Layers count,20
AutoML,keras-team/autokeras,P0,1.0.5,Memory,819045411
AutoML,keras-team/autokeras,P0,latest,Layers count,20
AutoML,keras-team/autokeras,P0,latest,Memory,819031817
AutoML,keras-team/autokeras,P0,latest,Layers count,5
AutoML,keras-team/autokeras,P0,latest,Memory,350113309
AutoML,keras-team/autokeras,P0,0.7.0,Layers count,22
AutoML,keras-team/autokeras,P0,0.7.0,Memory,4899103989
AutoML,keras-team/autokeras,P0,0.7.1,Layers count,22
AutoML,keras-team/autokeras,P0,0.7.1,Memory,4901078517
AutoML,keras-team/autokeras,P0,0.8.0rc0,Layers count,22
AutoML,keras-team/autokeras,P0,0.8.0rc0,Memory,4901100965
AutoML,keras-team/autokeras,P0,0.8.1,Layers count,21
AutoML,keras-team/autokeras,P0,0.8.1,Memory,5178182134
AutoML,keras-team/autokeras,P0,unstable,Layers count,21
AutoML,keras-team/autokeras,P0,unstable,Memory,5191706081
AutoML,keras-team/autokeras,P0,0.4.4,Layers count,10
AutoML,keras-team/autokeras,P0,0.4.4,Memory,281925340
AutoML,keras-team/autokeras,P0,0.7.5,Layers count,11
AutoML,keras-team/autokeras,P0,0.7.5,Memory,277300657
AutoML,keras-team/autokeras,P0,1.0.0,Layers count,15
AutoML,keras-team/autokeras,P0,1.0.0,Memory,432675497
AutoML,keras-team/autokeras,P0,1.1.1,Layers count,11
AutoML,keras-team/autokeras,P0,1.1.1,Memory,445428233
AutoML,keras-team/autokeras,P0,0.12.0,Layers count,4
AutoML,keras-team/autokeras,P0,0.12.0,Memory,44725647
AutoML,keras-team/autokeras,P0,3810fc514efe494d61a6c3ef4aa3eef9df2b0af9,Layers count,7
AutoML,keras-team/autokeras,P0,3810fc514efe494d61a6c3ef4aa3eef9df2b0af9,Memory,50160148
AutoML,keras-team/autokeras,P0,7975cc5a2fbe5285d03c83ac6793898fd048b13b,Layers count,5
AutoML,keras-team/autokeras,P0,7975cc5a2fbe5285d03c83ac6793898fd048b13b,Memory,32557461
AutoML,keras-team/autokeras,P0,bd569b68a9ed5f41f97884abccc539725a10f2ff,Layers count,5
AutoML,keras-team/autokeras,P0,bd569b68a9ed5f41f97884abccc539725a10f2ff,Memory,32180518
AutoML,keras-team/autokeras,P0,latest,Layers count,7
AutoML,keras-team/autokeras,P0,latest,Memory,36767683
AutoML,keras-team/autokeras,P0,0.12.0,Layers count,4
AutoML,keras-team/autokeras,P0,0.12.0,Memory,76726163
AutoML,keras-team/autokeras,P0,38136c69724e86d7731f774c2f67ea407dd212e3,Layers count,4
AutoML,keras-team/autokeras,P0,38136c69724e86d7731f774c2f67ea407dd212e3,Memory,78153747
AutoML,keras-team/autokeras,P0,7975cc5a2fbe5285d03c83ac6793898fd048b13b,Layers count,6
AutoML,keras-team/autokeras,P0,7975cc5a2fbe5285d03c83ac6793898fd048b13b,Memory,70461466
AutoML,keras-team/autokeras,P0,bd569b68a9ed5f41f97884abccc539725a10f2ff,Layers count,6
AutoML,keras-team/autokeras,P0,bd569b68a9ed5f41f97884abccc539725a10f2ff,Memory,55361548
AutoML,keras-team/autokeras,P0,latest,Layers count,8
AutoML,keras-team/autokeras,P0,latest,Memory,87959652
AutoML,keras-team/autokeras,P0,1.1.1-SNAPSHOT_20200416102539,Layers count,10
AutoML,keras-team/autokeras,P0,1.1.1-SNAPSHOT_20200416102539,Memory,307909004
AutoML,keras-team/autokeras,P0,1.2.3-dev_20200817141105,Layers count,11
AutoML,keras-team/autokeras,P0,1.2.3-dev_20200817141105,Memory,304680271
AutoML,keras-team/autokeras,P0,1.3.0-dev_20200811141454,Layers count,11
AutoML,keras-team/autokeras,P0,1.3.0-dev_20200811141454,Memory,304623096
AutoML,keras-team/autokeras,P0,latest,Layers count,16
AutoML,keras-team/autokeras,P0,latest,Memory,393103068
AutoML,keras-team/autokeras,P0,latest,Layers count,8
AutoML,keras-team/autokeras,P0,latest,Memory,421057856
AutoML,keras-team/autokeras,P0,latest,Layers count,11
AutoML,keras-team/autokeras,P0,latest,Memory,2232932546
AutoML,keras-team/autokeras,P0,v2.0.1,Layers count,35
AutoML,keras-team/autokeras,P0,v2.0.1,Memory,1665419413
AutoML,keras-team/autokeras,P0,v3.2,Layers count,36
AutoML,keras-team/autokeras,P0,v3.2,Memory,1818346555
AutoML,keras-team/autokeras,P0,v4.1.4,Layers count,10
AutoML,keras-team/autokeras,P0,v4.1.4,Memory,1901589280
AutoML,keras-team/autokeras,P0,v4.9.5,Layers count,11
AutoML,keras-team/autokeras,P0,v4.9.5,Memory,2232932546
AutoML,keras-team/autokeras,P0,latest,Layers count,32
AutoML,keras-team/autokeras,P0,latest,Memory,2954534029
AutoML,keras-team/autokeras,P0,21.0.0rc0,Layers count,24
AutoML,keras-team/autokeras,P0,21.0.0rc0,Memory,7181663475
AutoML,keras-team/autokeras,P0,21.0.0rc1,Layers count,24
AutoML,keras-team/autokeras,P0,21.0.0rc1,Memory,7195959477
AutoML,keras-team/autokeras,P0,21.0.0rc2,Layers count,24
AutoML,keras-team/autokeras,P0,21.0.0rc2,Memory,7226024178
AutoML,keras-team/autokeras,P0,latest,Layers count,24
AutoML,keras-team/autokeras,P0,latest,Memory,7226024178
AutoML,keras-team/autokeras,P0,cpu,Layers count,26
AutoML,keras-team/autokeras,P0,cpu,Memory,3372979864
AutoML,keras-team/autokeras,P0,cpu-0.5.0,Layers count,28
AutoML,keras-team/autokeras,P0,cpu-0.5.0,Memory,3640257262
AutoML,keras-team/autokeras,P0,cuda10-0.4.1,Layers count,36
AutoML,keras-team/autokeras,P0,cuda10-0.4.1,Memory,7122651566
AutoML,keras-team/autokeras,P0,cuda9-0.3.1,Layers count,18
AutoML,keras-team/autokeras,P0,cuda9-0.3.1,Memory,3188900250
AutoML,keras-team/autokeras,P0,latest,Layers count,17
AutoML,keras-team/autokeras,P0,latest,Memory,3675191519
AutoML,keras-team/autokeras,P0,2020-01-31_02-02-29,Layers count,23
AutoML,keras-team/autokeras,P0,2020-01-31_02-02-29,Memory,3516085282
AutoML,keras-team/autokeras,P0,ci-2020-08-02-00,Layers count,26
AutoML,keras-team/autokeras,P0,ci-2020-08-02-00,Memory,3110463159
AutoML,keras-team/autokeras,P0,ci-image-06-29-2021,Layers count,29
AutoML,keras-team/autokeras,P0,ci-image-06-29-2021,Memory,6049443279
AutoML,keras-team/autokeras,P0,release-master,Layers count,21
AutoML,keras-team/autokeras,P0,release-master,Memory,1857853340
AutoML,keras-team/autokeras,P0,release-mnist,Layers count,21
AutoML,keras-team/autokeras,P0,release-mnist,Memory,2086574851
AutoML,keras-team/autokeras,P0,20200918.v1,Layers count,57
AutoML,keras-team/autokeras,P0,20200918.v1,Memory,3922660477
AutoML,keras-team/autokeras,P0,20201209.v1,Layers count,51
AutoML,keras-team/autokeras,P0,20201209.v1,Memory,5523949401
AutoML,keras-team/autokeras,P0,20210402.v1,Layers count,53
AutoML,keras-team/autokeras,P0,20210402.v1,Memory,5213575206
AutoML,keras-team/autokeras,P0,20210811.v1,Layers count,54
AutoML,keras-team/autokeras,P0,20210811.v1,Memory,5528977960
AutoML,keras-team/autokeras,P0,latest,Layers count,54
AutoML,keras-team/autokeras,P0,latest,Memory,5528977960
AutoML,keras-team/autokeras,P0,0.4-cuda9-cudnn7-devel,Layers count,15
AutoML,keras-team/autokeras,P0,0.4-cuda9-cudnn7-devel,Memory,2415795136
AutoML,keras-team/autokeras,P0,1.2-cuda10.0-cudnn7-devel,Layers count,15
AutoML,keras-team/autokeras,P0,1.2-cuda10.0-cudnn7-devel,Memory,3849788795
AutoML,keras-team/autokeras,P0,1.6.0-cuda10.1-cudnn7-runtime,Layers count,7
AutoML,keras-team/autokeras,P0,1.6.0-cuda10.1-cudnn7-runtime,Memory,1663857823
AutoML,keras-team/autokeras,P0,1.9.0-cuda10.2-cudnn7-devel,Layers count,13
AutoML,keras-team/autokeras,P0,1.9.0-cuda10.2-cudnn7-devel,Memory,4620701647
AutoML,keras-team/autokeras,P0,v0.2,Layers count,11
AutoML,keras-team/autokeras,P0,v0.2,Memory,1458143083
AutoML,keras-team/autokeras,P0,latest,Layers count,12
AutoML,keras-team/autokeras,P0,latest,Memory,200042767
AutoML,keras-team/autokeras,P0,version-2.6,Layers count,12
AutoML,keras-team/autokeras,P0,version-2.6,Memory,164878420
AutoML,keras-team/autokeras,P0,version-2.8,Layers count,12
AutoML,keras-team/autokeras,P0,version-2.8,Memory,158594331
AutoML,keras-team/autokeras,P0,version-3.0,Layers count,12
AutoML,keras-team/autokeras,P0,version-3.0,Memory,156651893
AutoML,keras-team/autokeras,P0,version-3.1,Layers count,12
AutoML,keras-team/autokeras,P0,version-3.1,Memory,155878371
AutoML,keras-team/autokeras,P0,latest,Layers count,45
AutoML,keras-team/autokeras,P0,latest,Memory,3714456293
AutoML,keras-team/autokeras,P0,latest,Layers count,17
AutoML,keras-team/autokeras,P0,latest,Memory,2358090789
AutoML,keras-team/autokeras,P0,1.0.0,Layers count,13
AutoML,keras-team/autokeras,P0,1.0.0,Memory,1964818564
AutoML,keras-team/autokeras,P0,1.3.0,Layers count,15
AutoML,keras-team/autokeras,P0,1.3.0,Memory,2476380397
AutoML,keras-team/autokeras,P0,version-0.1,Layers count,43
AutoML,keras-team/autokeras,P0,version-0.1,Memory,5123310641
AutoML,keras-team/autokeras,P0,version-0.3,Layers count,43
AutoML,keras-team/autokeras,P0,version-0.3,Memory,5166521871
AutoML,keras-team/autokeras,P0,version-0.4,Layers count,42
AutoML,keras-team/autokeras,P0,version-0.4,Memory,4970302275
AutoML,keras-team/autokeras,P0,flask,Layers count,30
AutoML,keras-team/autokeras,P0,flask,Memory,373781729
AutoML,keras-team/autokeras,P0,python2.7-2021-10-01,Layers count,29
AutoML,keras-team/autokeras,P0,python2.7-2021-10-01,Memory,354736360
AutoML,keras-team/autokeras,P0,python3.6-2021-09-14,Layers count,30
AutoML,keras-team/autokeras,P0,python3.6-2021-09-14,Memory,348779998
AutoML,keras-team/autokeras,P0,python3.7-alpine3.7-2020-04-06,Layers count,20
AutoML,keras-team/autokeras,P0,python3.7-alpine3.7-2020-04-06,Memory,68136113
AutoML,keras-team/autokeras,P0,python3.9-2021-10-26,Layers count,30
AutoML,keras-team/autokeras,P0,python3.9-2021-10-26,Memory,350368038
AutoML,keras-team/autokeras,P0,19.10,Layers count,17
AutoML,keras-team/autokeras,P0,19.10,Memory,4758329529
AutoML,keras-team/autokeras,P0,20.02-dev,Layers count,18
AutoML,keras-team/autokeras,P0,20.02-dev,Memory,4875639958
AutoML,keras-team/autokeras,P0,latest,Layers count,7
AutoML,keras-team/autokeras,P0,latest,Memory,3566612742
AutoML,keras-team/autokeras,P0,v21.09rc1-all-pytorch-1.7.0-cuda11.0-cudnn8-devel,Layers count,7
AutoML,keras-team/autokeras,P0,v21.09rc1-all-pytorch-1.7.0-cuda11.0-cudnn8-devel,Memory,3566715210
AutoML,keras-team/autokeras,P0,v21.10-pytorch-1.9.0-cuda11.1-cudnn8-devel,Layers count,5
AutoML,keras-team/autokeras,P0,v21.10-pytorch-1.9.0-cuda11.1-cudnn8-devel,Memory,3000514081
AutoML,keras-team/autokeras,P0,3.5,Layers count,26
AutoML,keras-team/autokeras,P0,3.5,Memory,797183423
AutoML,keras-team/autokeras,P0,4.3,Layers count,23
AutoML,keras-team/autokeras,P0,4.3,Memory,804321049
AutoML,keras-team/autokeras,P0,6.1,Layers count,27
AutoML,keras-team/autokeras,P0,6.1,Memory,1114619770
AutoML,keras-team/autokeras,P0,7.1,Layers count,27
AutoML,keras-team/autokeras,P0,7.1,Memory,1138652025
AutoML,keras-team/autokeras,P0,latest,Layers count,26
AutoML,keras-team/autokeras,P0,latest,Memory,989976445
AutoML,keras-team/autokeras,P0,latest,Layers count,32
AutoML,keras-team/autokeras,P0,latest,Memory,3406348630
AutoML,keras-team/autokeras,P0,v0.15.0,Layers count,37
AutoML,keras-team/autokeras,P0,v0.15.0,Memory,3898745765
AutoML,keras-team/autokeras,P0,v0.20.0,Layers count,34
AutoML,keras-team/autokeras,P0,v0.20.0,Memory,3510960125
AutoML,keras-team/autokeras,P0,v0.25.0,Layers count,34
AutoML,keras-team/autokeras,P0,v0.25.0,Memory,3515973026
AutoML,keras-team/autokeras,P0,v0.30.0,Layers count,31
AutoML,keras-team/autokeras,P0,v0.30.0,Memory,3403026980
AutoML,keras-team/autokeras,P0,latest,Layers count,13
AutoML,keras-team/autokeras,P0,latest,Memory,2349854013
AutoML,keras-team/autokeras,P0,latest,Layers count,13
AutoML,keras-team/autokeras,P0,latest,Memory,484525500
AutoML,keras-team/autokeras,P0,0.0.1,Layers count,6
AutoML,keras-team/autokeras,P0,0.0.1,Memory,124403196
AutoML,keras-team/autokeras,P0,2.1.0-dos65,Layers count,6
AutoML,keras-team/autokeras,P0,2.1.0-dos65,Memory,151646834
AutoML,keras-team/autokeras,P0,67e967e5dd7a106f9f018206fe6f1330cc112de7,Layers count,6
AutoML,keras-team/autokeras,P0,67e967e5dd7a106f9f018206fe6f1330cc112de7,Memory,151646450
AutoML,keras-team/autokeras,P0,cbbffaa3253bb19f36e01d848744420e72b2d789,Layers count,6
AutoML,keras-team/autokeras,P0,cbbffaa3253bb19f36e01d848744420e72b2d789,Memory,158259398
AutoML,keras-team/autokeras,P0,sstest4,Layers count,6
AutoML,keras-team/autokeras,P0,sstest4,Memory,151647777
AutoML,keras-team/autokeras,P0,0.0.11,Layers count,8
AutoML,keras-team/autokeras,P0,0.0.11,Memory,129822519
AutoML,keras-team/autokeras,P0,3.0.0-test,Layers count,9
AutoML,keras-team/autokeras,P0,3.0.0-test,Memory,188089510
AutoML,keras-team/autokeras,P0,81441c99d03ebd58199fd31264c3d24b5d68fc9a,Layers count,8
AutoML,keras-team/autokeras,P0,81441c99d03ebd58199fd31264c3d24b5d68fc9a,Memory,186129092
AutoML,keras-team/autokeras,P0,buildlogs2,Layers count,8
AutoML,keras-team/autokeras,P0,buildlogs2,Memory,185857598
AutoML,keras-team/autokeras,P0,remove_envoy,Layers count,8
AutoML,keras-team/autokeras,P0,remove_envoy,Memory,180101125
AutoML,keras-team/autokeras,P0,0.0.0,Layers count,8
AutoML,keras-team/autokeras,P0,0.0.0,Memory,7708943
AutoML,keras-team/autokeras,P0,35681a656b138c0f7bbeeeff33e067d6c7a4a830,Layers count,8
AutoML,keras-team/autokeras,P0,35681a656b138c0f7bbeeeff33e067d6c7a4a830,Memory,68045676
AutoML,keras-team/autokeras,P0,78a23e296bd2d6b3be42ca3ae9cbabb1bc3c45f8,Layers count,8
AutoML,keras-team/autokeras,P0,78a23e296bd2d6b3be42ca3ae9cbabb1bc3c45f8,Memory,69618756
AutoML,keras-team/autokeras,P0,c60dcde7e515d4adfc9c8d70ac76ef88007c99d2--1010102643,Layers count,8
AutoML,keras-team/autokeras,P0,c60dcde7e515d4adfc9c8d70ac76ef88007c99d2--1010102643,Memory,67990220
AutoML,keras-team/autokeras,P0,test-basehref-v2,Layers count,10
AutoML,keras-team/autokeras,P0,test-basehref-v2,Memory,73608326
AutoML,keras-team/autokeras,P0,0.1.1,Layers count,16
AutoML,keras-team/autokeras,P0,0.1.1,Memory,252395359
AutoML,keras-team/autokeras,P0,3.0.0-test,Layers count,18
AutoML,keras-team/autokeras,P0,3.0.0-test,Memory,743838638
AutoML,keras-team/autokeras,P0,6ccad450c7f64a04f5f10511b8bbc1953e992067,Layers count,18
AutoML,keras-team/autokeras,P0,6ccad450c7f64a04f5f10511b8bbc1953e992067,Memory,669716589
AutoML,keras-team/autokeras,P0,b3ac139fa54bd4b09a4059110dd74ed51880ef34,Layers count,15
AutoML,keras-team/autokeras,P0,b3ac139fa54bd4b09a4059110dd74ed51880ef34,Memory,727558142
AutoML,keras-team/autokeras,P0,latest,Layers count,18
AutoML,keras-team/autokeras,P0,latest,Memory,743414502
AutoML,keras-team/autokeras,P0,0087ab16c40cd361b156a55f0eaa8c452efd0017,Layers count,12
AutoML,keras-team/autokeras,P0,0087ab16c40cd361b156a55f0eaa8c452efd0017,Memory,235636501
AutoML,keras-team/autokeras,P0,3.0.1,Layers count,12
AutoML,keras-team/autokeras,P0,3.0.1,Memory,233120058
AutoML,keras-team/autokeras,P0,6cecdf16159dac32fc0a336c1fd21a3aeaebe24d,Layers count,12
AutoML,keras-team/autokeras,P0,6cecdf16159dac32fc0a336c1fd21a3aeaebe24d,Memory,235635550
AutoML,keras-team/autokeras,P0,b498e987681e5b8c71e7e9e0fe687e1d8673b50c,Layers count,10
AutoML,keras-team/autokeras,P0,b498e987681e5b8c71e7e9e0fe687e1d8673b50c,Memory,181613165
AutoML,keras-team/autokeras,P0,tech,Layers count,12
AutoML,keras-team/autokeras,P0,tech,Memory,233934686
AutoML,keras-team/autokeras,P0,2.0rc1,Layers count,24
AutoML,keras-team/autokeras,P0,2.0rc1,Memory,2477703732
AutoML,keras-team/autokeras,P0,v0.5.2,Layers count,19
AutoML,keras-team/autokeras,P0,v0.5.2,Memory,1908710806
AutoML,keras-team/autokeras,P0,v1.0,Layers count,19
AutoML,keras-team/autokeras,P0,v1.0,Memory,1906107516
AutoML,keras-team/autokeras,P0,v1.8,Layers count,22
AutoML,keras-team/autokeras,P0,v1.8,Memory,2491195100
AutoML,keras-team/autokeras,P0,v2.5,Layers count,25
AutoML,keras-team/autokeras,P0,v2.5,Memory,3036373465
AutoML,keras-team/autokeras,P0,2020-09-11,Layers count,10
AutoML,keras-team/autokeras,P0,2020-09-11,Memory,809518602
